id,icao,lat,long,elev
3037,CWJI,49.72,-105.93,724
3038,CWJH,56.32,-103.27,345
3039,CWJD,53.18,-99.27,222
3040,CWJC,61.13,-100.9,340
3041,CWJB,46.78,-71.28,90
3042,CWIZ,45.28,-73.33,45
3043,CWIW,51.67,-105.4,524
3044,CWIT,45.17,-73.67,53
3045,CWIS,47.28,-70.63,720
3046,CWIP,50.17,-66.43,27
3047,CWIL,68.32,-100.07,28
3048,CWIK,50.37,-102.58,597
3049,CWIJ,65.77,-111.23,490
3050,CWII,50.7,-96.57,216
3051,CWIG,47.07,-70.53,12
3052,CWID,61.32,-117.6,160
3053,CWHV,46.2,-70.78,227
3054,CWHT,60.77,-137.58,601
3055,CWHQ,46.68,-71.97,56
3056,CWHO,55.45,-60.22,16
3057,CWHL,54.17,-130.35,5
3058,CWHI,51.7,-113.22,906
3059,CWGZ,76.42,-82.9,24
3060,CWGY,51.67,-110.2,709
3061,CWGT,49.48,-124.43,5
3062,CWGR,47.42,-61.77,4
3063,CWGL,44.53,-79.22,220
3064,CWGH,44.42,-75.85,76
3065,CWGD,43.77,-81.72,214
3066,CWGB,49.35,-124.13,6
3067,CWFQ,45.03,-72.85,190
3068,CWFJ,49.2,-113.27,1142
3069,CWFF,52.82,-104.6,482
3070,CWEZ,48.78,-123.05,23
3071,CWEW,45.82,-73.43,17
3072,CWEU,80,-85.93,2
3073,CWER,47,-70.82,4
3074,CWEQ,52.12,-101.22,331
3075,CWEP,46.45,-61.98,9
3076,CWEL,49.22,-123.8,0
3077,CWEH,49.43,-108.98,1077
3078,CWEF,47.22,-60.13,27
3079,CWEB,49.38,-126.55,1
3080,CWDV,49.02,-90.47,487
3081,CWDQ,47.42,-72.78,174
3082,CWDO,49.68,-54.78,89
3083,CWDM,50.47,-59.63,2
3084,CWDK,50.02,-113.62,1014
3085,CWDJ,50.4,-104.58,576
3086,CWDC,59.57,-108.48,311
3087,CWDA,50.72,-56.12,30
3088,CWCT,52.07,-111.43,793
3089,CWCO,44.5,-80.22,182
3090,CWCJ,48.6,-86.28,207
3091,CWCF,52.35,-97.03,219
3092,CWBZ,45.12,-74.28,49
3093,CWBY,49.83,-64.28,56
3094,CWBV,44.82,-62.33,16
3095,CWBU,53.33,-104.02,369
3096,CWBT,50.27,-64.23,12
3097,CWBS,46.18,-72.92,3
3098,CWBK,45.77,-62.67,2
3099,CWBA,46.72,-79.1,181
3100,CWAV,51.77,-114.67,1115
3101,CWAR,47.28,-54,6
3102,CWAQ,49.05,-105.48,761
3103,CWAJ,42.25,-81.9,177
3104,CWAF,48.07,-69.55,6
3105,CTNK,45.53,-78.27,405
3106,CTCK,45.25,-74.97,84
3107,CPSV,49.92,-110.92,766
3108,CPST,51.03,-113.28,1005
3109,CPRY,49.48,-112.68,947
3110,CPIR,49.9,-112.73,895
3111,CPIN,,,
3112,CPFI,49.8,-112.03,804
3113,CPEH,50.18,-112.43,814
3114,CPBT,49.53,-113.05,998
3115,CMGB,45.37,-72.77,87
3116,CMFM,47.32,-71.15,663
3117,CERM,47.42,-68.32,151
3118,CBAR,,,
3119,CAHR,46.35,-63.17,52
3120,BKPR,42.58,21.03,545
3121,BIVM,63.42,-20.28,93
3122,BIRK,64.13,-21.93,12
3123,BIKF,63.98,-22.6,49
3124,BIEG,65.27,-14.4,20
3125,BIAR,65.67,-18.07,1
3126,AGGH,-9.42,160.05,6
3127,PKMJ,7.07,171.27,2
3128,KNOZ,32.53,-114.5,78
3129,KNGU,36.93,-76.27,3
3130,KHIF,41.12,-111.97,1461
3131,KHFF,35.03,-79.5,100
3132,KDAA,38.72,-77.17,17
3133,K04W,46.02,-92.9,310
3134,KROG,36.37,-94.1,407
3135,KPRN,31.85,-86.62,137
3136,KNFG,33.3,-117.35,21
3137,KMEI,32.33,-88.75,90
3138,KLSV,36.23,-115.05,563
3139,KGPI,48.32,-114.25,903
3140,KEUF,31.95,-85.13,87
3141,KBKF,39.72,-104.75,1703
3142,K0J4,31.05,-86.32,96
3143,PTTP,6.97,158.22,36
3144,PASD,55.33,-160.52,6
3145,KTZR,39.9,-83.13,275
3146,KSKF,29.38,-98.57,214
3147,KPOB,35.17,-79.02,57
3148,KNYL,32.65,-114.62,58
3149,KNJW,32.78,-88.82,165
3150,KNJM,34.68,-77.02,5
3151,KMNM,45.12,-87.63,188
3152,KFLG,35.13,-111.67,2134
3153,KAQV,31.4,-93.3,123
3154,TJSJ,18.43,-66.02,3
3155,RJOI,34.13,132.23,2
3156,PPIZ,69.73,-163,5
3157,PMDY,28.22,-177.37,6
3158,PHNY,20.77,-156.95,395
3159,PFYU,66.57,-145.23,130
3160,PFSH,64.37,-161.22,6
3161,PFNO,66.82,-161.02,14
3162,PFKT,65.33,-166.47,8
3163,PFEL,64.62,-162.27,50
3164,PFCL,58.83,-158.53,23
3165,PAWS,61.57,-149.53,102
3166,PAWN,67.57,-162.98,26
3167,PAWM,64.68,-163.42,80
3168,PAWG,56.48,-132.37,6
3169,PAVD,61.13,-146.25,21
3170,PAVC,55.12,-162.27,48
3171,PAUN,63.88,-160.8,4
3172,PATQ,70.47,-157.43,28
3173,PATG,59.05,-160.38,1
3174,PATE,65.23,-166.33,93
3175,PASX,60.48,-151.05,28
3176,PASM,62.07,-163.3,108
3177,PASK,66.6,-160,3
3178,PARY,64.73,-155.47,185
3179,PARC,68.12,-145.58,626
3180,PAPO,68.35,-166.8,4
3181,PAPN,57.58,-157.57,19
3182,PAPM,59.02,-161.82,4
3183,PAPG,56.82,-132.93,24
3184,PAOU,56,-161.17,3
3185,PANW,59.45,-157.32,100
3186,PANV,62.65,-160.18,91
3187,PANI,61.58,-159.53,21
3188,PAMY,60.37,-166.27,14
3189,PAMO,62.1,-163.68,93
3190,PAMM,55.13,-131.58,0
3191,PAMK,63.48,-162.12,31
3192,PAMH,63.9,-152.28,200
3193,PALG,61.53,-160.33,13
3194,PAKP,68.13,-151.73,649
3195,PAKI,59.93,-164.03,4
3196,PAKH,56.93,-154.18,15
3197,PAKF,54.85,-163.42,2
3198,PAJZ,59.73,-157.27,80
3199,PAIW,65.62,-168.1,6
3200,PAIK,66.98,-160.43,49
3201,PAIG,59.32,-155.9,24
3202,PAHY,55.2,-132.83,0
3203,PAHL,65.7,-156.35,49
3204,PAHC,62.18,-159.78,21
3205,PAGS,58.42,-135.7,9
3206,PAGN,57.5,-134.58,2
3207,PAGM,63.77,-171.73,6
3208,PAGL,64.55,-163,20
3209,PAFM,67.1,-157.85,79
3210,PADU,53.9,-166.53,4
3211,PADM,61.87,-162.03,17
3212,PADL,59.05,-158.5,20
3213,PADK,51.88,-176.65,3
3214,PABV,61.42,-149.52,21
3215,PABL,65.98,-161.15,7
3216,PAAK,52.22,-174.2,11
3217,OTBH,25.12,51.32,40
3218,KYKN,42.92,-97.37,388
3219,KY50,44.03,-89.3,261
3220,KWWD,39.02,-74.92,4
3221,KWMC,40.9,-117.8,1311
3222,KWJF,34.73,-118.22,712
3223,KVPZ,41.45,-87,235
3224,KVIS,36.32,-119.4,92
3225,KVBT,36.35,-94.22,390
3226,KUKI,39.12,-123.2,183
3227,KUDG,34.45,-79.88,57
3228,KUCP,41.03,-80.42,313
3229,KTVF,48.07,-96.17,339
3230,KTPH,38.05,-117.08,1647
3231,KSUE,44.85,-87.42,215
3232,KSRC,35.22,-91.73,80
3233,KSQI,41.75,-89.67,196
3234,KSPD,37.28,-102.62,1340
3235,KSOP,35.23,-79.4,135
3236,KSMN,45.12,-113.87,1228
3237,KSLG,36.2,-94.48,361
3238,KSLE,44.9,-123,63
3239,KSKX,36.45,-105.67,2163
3240,KSHV,32.45,-93.83,70
3241,KSGU,37.03,-113.52,877
3242,KSGT,34.6,-91.57,67
3243,KSGJ,29.97,-81.33,2
3244,KSGH,39.83,-83.83,318
3245,KSFZ,41.92,-71.5,129
3246,KSFO,37.62,-122.37,2
3247,KSFM,43.38,-70.72,70
3248,KSDY,47.7,-104.2,600
3249,KSDF,38.18,-85.73,146
3250,KSBP,35.23,-120.63,52
3251,KSBD,34.08,-117.25,353
3252,KRUT,43.53,-72.95,238
3253,KRKD,44.07,-69.1,15
3254,KRDM,44.25,-121.15,930
3255,KPWT,47.5,-122.77,143
3256,KPWG,31.48,-97.32,178
3257,KPVU,40.22,-111.72,1370
3258,KPVG,36.78,-76.45,7
3259,KPVC,42.07,-70.22,1
3260,KPTV,36.02,-119.07,132
3261,KPRX,33.63,-95.45,165
3262,KPQI,46.68,-68.05,154
3263,KPIB,31.47,-89.33,91
3264,KP60,44.55,-110.42,2377
3265,KP53,46.42,-86.65,185
3266,KP28,37.28,-98.55,469
3267,KOWB,37.72,-87.17,121
3268,KOTG,43.65,-95.57,478
3269,KOLU,41.45,-97.33,438
3270,KOKK,40.53,-86.07,251
3271,KOFK,41.98,-97.43,476
3272,KOCH,31.57,-94.72,105
3273,KOAJ,34.82,-77.62,26
3274,KNYG,38.5,-77.3,2
3275,KNXP,34.28,-116.13,610
3276,KNUC,33.02,-118.57,52
3277,KNTU,36.82,-76.02,6
3278,KNSE,30.73,-87.02,56
3279,KNQI,27.5,-97.82,15
3280,KNPA,30.35,-87.32,6
3281,KNMM,32.53,-88.53,94
3282,KNLC,36.32,-119.95,69
3283,KNKT,34.9,-76.88,8
3284,KNID,35.68,-117.68,682
3285,KNGP,27.68,-97.28,5
3286,KNFE,36.7,-76.13,4
3287,KNCA,34.72,-77.45,9
3288,KNBC,32.47,-80.72,9
3289,KMYR,33.68,-78.92,7
3290,KMVN,38.32,-88.87,145
3291,KMTW,44.12,-87.67,197
3292,KMTC,42.62,-82.83,177
3293,KMSV,41.7,-74.78,427
3294,KMRF,30.37,-104.02,1476
3295,KMQY,36.02,-86.52,156
3296,KMOB,30.68,-88.25,67
3297,KMML,44.45,-95.82,358
3298,KMKT,44.22,-93.92,309
3299,KMHS,41.32,-122.32,1080
3300,KMEH,45.52,-118.42,1138
3301,KMDT,40.2,-76.77,91
3302,KMBL,44.27,-86.25,187
3303,KM19,35.65,-91.17,72
3304,KLZU,33.98,-83.97,316
3305,KLWS,46.37,-117.02,435
3306,KLRD,27.55,-99.47,150
3307,KLNR,43.22,-90.18,218
3308,KLEW,44.03,-70.28,81
3309,KLCI,43.57,-71.42,166
3310,KLBT,34.6,-79.07,37
3311,KLBL,37.03,-100.97,877
3312,KLAS,36.07,-115.17,662
3313,KKLS,46.12,-122.9,4
3314,KJXN,42.27,-84.47,303
3315,KJMS,46.93,-98.67,455
3316,KJHW,42.15,-79.27,520
3317,KJAX,30.5,-81.68,8
3318,KJAC,43.62,-110.73,1967
3319,KIWD,46.52,-90.12,373
3320,KITH,42.48,-76.45,338
3321,KISP,40.8,-73.1,25
3322,KISO,35.32,-77.62,27
3323,KISM,28.28,-81.43,25
3324,KINW,35.03,-110.72,1492
3325,KILE,31.08,-97.68,256
3326,KHYS,38.85,-99.27,607
3327,KHYA,41.67,-70.27,11
3328,KHWV,40.82,-72.87,20
3329,KHPN,41.07,-73.7,113
3330,KHND,35.98,-115.13,740
3331,KHNB,38.25,-86.95,159
3332,KHEZ,31.62,-91.3,82
3333,KHEF,38.72,-77.52,53
3334,KGXY,40.43,-104.62,1420
3335,KGVQ,43.03,-78.17,279
3336,KGUC,38.52,-106.93,2337
3337,KGTU,30.68,-97.68,232
3338,KGTR,33.45,-88.58,80
3339,KGRD,34.25,-82.15,188
3340,KGPZ,47.22,-93.52,410
3341,KGON,41.33,-72.05,2
3342,KGNR,45.47,-69.55,426
3343,KGNA,47.75,-90.35,186
3344,KGDV,47.13,-104.8,749
3345,KGBD,38.35,-98.87,573
3346,KGAI,39.17,-77.17,151
3347,KGAD,33.97,-86.08,169
3348,KFSD,43.58,-96.75,433
3349,KFRM,43.63,-94.42,353
3350,KFOD,42.53,-94.17,347
3351,KFNL,40.45,-105.02,1529
3352,KFLP,36.28,-92.58,215
3353,KFKL,41.37,-79.87,468
3354,KFEW,41.13,-104.87,1877
3355,KFCS,38.67,-104.77,1789
3356,KFCI,37.4,-77.52,63
3357,KFAM,37.77,-90.42,276
3358,KEWK,38.05,-97.27,468
3359,KEUL,43.63,-116.62,741
3360,KESC,45.72,-87.08,180
3361,KELZ,42.1,-77.98,639
3362,KEKY,33.32,-86.93,213
3363,KEKQ,36.85,-84.85,291
3364,KEKO,40.82,-115.78,1541
3365,KEHR,37.82,-87.67,117
3366,KEGE,39.63,-106.92,1993
3367,KEEN,42.88,-72.27,143
3368,KEED,34.77,-114.62,271
3369,KEAU,44.87,-91.48,271
3370,KEAR,40.72,-99,649
3371,KDYR,36,-89.4,98
3372,KDWU,38.55,-82.73,165
3373,KDVL,48.12,-98.92,439
3374,KDIK,46.8,-102.8,788
3375,KDIJ,43.75,-111.1,1896
3376,KDAY,39.9,-84.22,303
3377,KCXY,40.22,-76.85,102
3378,KCWN,38.75,-104.85,2040
3379,KCWI,41.82,-90.32,212
3380,KCVO,44.5,-123.28,75
3381,KCVN,34.42,-103.07,1278
3382,KCOD,44.52,-109.02,1550
3383,KCIU,46.25,-84.47,242
3384,KCHS,32.9,-80.03,12
3385,KCGZ,32.95,-111.77,444
3386,KCEC,41.78,-124.23,17
3387,KCAE,33.93,-81.12,69
3388,KBZN,45.78,-111.17,1349
3389,KBVX,35.73,-91.65,137
3390,KBTP,40.77,-79.95,375
3391,KBOK,42.07,-124.28,140
3392,KBMI,40.47,-88.92,262
3393,KBLM,40.17,-74.12,45
3394,KBKX,44.3,-96.82,494
3395,KBJJ,40.87,-81.88,338
3396,KBIH,37.37,-118.35,1252
3397,KBID,41.17,-71.58,32
3398,KBHB,44.45,-68.37,21
3399,KAWO,48.17,-122.17,38
3400,KASH,42.78,-71.52,56
3401,KART,43.98,-76.03,100
3402,KARG,36.12,-90.92,82
3403,KAPS,30.08,-90.58,1
3404,KAND,34.5,-82.72,233
3405,KAJO,33.9,-117.6,161
3406,KAIZ,38.1,-92.53,263
3407,KAFJ,40.13,-80.28,360
3408,KADF,34.1,-93.07,54
3409,K8D3,45.67,-96.98,535
3410,K2WX,45.6,-103.55,925
3411,K1M4,34.28,-87.6,283
3412,TXKF,32.37,-64.68,4
3413,TNCE,17.48,-62.97,38
3414,TNCB,12.13,-68.28,6
3415,RODN,26.35,127.77,38
3416,RKSO,37.08,127.02,10
3417,RKSG,36.97,127.02,12
3418,RKJK,35.9,126.62,8
3419,RJTY,35.75,139.33,136
3420,PWAK,19.28,166.62,7
3421,PHSF,19.77,-155.55,1863
3422,PHHI,21.48,-158.05,246
3423,PGUA,13.57,144.92,159
3424,PATL,62.9,-155.97,261
3425,PATC,65.57,-167.92,77
3426,PASY,52.72,174.12,6
3427,PAIM,66,-153.7,309
3428,PAFR,61.27,-149.65,106
3429,PAFB,64.83,-147.62,137
3430,PAEI,64.67,-147.1,166
3431,PAEH,58.65,-162.07,101
3432,PAED,61.25,-149.83,54
3433,OPLA,31.52,74.4,217
3434,OKAS,29.35,47.52,144
3435,OEPS,24.07,47.58,503
3436,NZCM,-77.85,166.67,24
3437,LIVT,45.68,13.75,20
3438,LIVR,46.28,11.78,1997
3439,LIVP,46.15,11.03,2099
3440,LIVO,46.5,13.58,782
3441,LIVM,44.45,12.3,6
3442,LIVF,43.52,12.72,549
3443,LIVE,46.82,10.5,1684
3444,LIVD,46.72,12.22,1221
3445,LIVC,44.2,10.68,2139
3446,LIRX,42.73,10.38,397
3447,LIRV,42.42,12.07,294
3448,LIRS,42.75,11.07,3
3449,LIRM,41.05,14.07,6
3450,LIRL,41.53,12.9,23
3451,LIRK,42.47,12.97,1721
3452,LIRH,41.65,13.3,183
3453,LIRG,42,12.73,82
3454,LIRE,41.65,12.43,16
3455,LIQW,44.08,9.98,6
3456,LIPS,45.68,12.1,42
3457,LIPL,45.42,10.27,96
3458,LIPI,45.97,13.05,49
3459,LIPF,44.82,11.62,5
3460,LIPC,44.22,12.3,10
3461,LIPA,46.02,12.58,113
3462,LIMV,44.55,8.93,474
3463,LIMU,43.95,8.17,215
3464,LIMS,44.92,9.72,132
3465,LIMN,45.52,8.67,168
3466,LIMK,45.02,7.72,693
3467,LIMH,45.93,7.7,3473
3468,LIED,39.35,8.97,26
3469,LIEB,39.93,9.72,126
3470,LICZ,37.4,14.92,22
3471,LICT,37.92,12.5,4
3472,LICF,38.2,15.55,66
3473,LIBY,39.82,18.35,105
3474,LIBV,40.77,16.93,344
3475,LIBQ,39.32,16.38,1660
3476,LIBN,40.23,18.13,46
3477,LIBA,41.53,15.72,55
3478,KXNO,33.62,-81.07,94
3479,KXMR,28.47,-80.57,5
3480,KWRI,40.02,-74.58,35
3481,KWRB,32.63,-83.58,82
3482,KVPS,30.47,-86.52,21
3483,KVOK,43.93,-90.27,278
3484,KVKS,32.23,-90.93,31
3485,KVBG,34.73,-120.58,96
3486,KVAD,30.97,-83.2,70
3487,KTTS,28.58,-80.67,1
3488,KTIK,35.4,-97.38,387
3489,KTDR,30.05,-85.52,4
3490,KTBN,37.73,-92.13,349
3491,KT70,29.12,-100.48,296
3492,KSZL,38.73,-93.53,259
3493,KSXS,31.37,-85.85,120
3494,KSVN,32.02,-81.12,13
3495,KSUU,38.27,-121.93,9
3496,KSSC,33.97,-80.47,71
3497,KSLI,33.78,-118.03,8
3498,KSKA,47.62,-117.67,754
3499,KSHM,38.8,-104.52,1900
3500,KSEQ,29.57,-97.9,160
3501,KSCK,37.88,-121.22,8
3502,KRYM,46.08,-94.37,344
3503,KRNO,39.5,-119.77,1344
3504,KRIV,33.87,-117.23,454
3505,KRDR,47.93,-97.4,276
3506,KRCA,44.15,-103.12,993
3507,KQVF,,,
3508,KQTZ,,,
3509,KQRH,,,
3510,KQHY,,,
3511,KQDG,,,
3512,KQD3,,,
3513,KQBR,,,
3514,KQBL,,,
3515,KQAZ,,,
3516,KPVE,35.65,-88.2,146
3517,KPSM,43.08,-70.82,34
3518,KPHP,44.05,-101.6,673
3519,KPAM,30.07,-85.57,4
3520,KP58,44.02,-82.8,180
3521,KOZR,31.28,-85.72,90
3522,KOFF,41.12,-95.92,308
3523,KNTD,34.12,-119.12,1
3524,KNBG,29.83,-90.02,0
3525,KMXF,32.38,-86.37,47
3526,KMUO,43.03,-115.87,915
3527,KMUI,40.43,-76.57,146
3528,KMNE,32.65,-93.3,84
3529,KMMT,33.92,-80.8,76
3530,KMIB,48.42,-101.35,505
3531,KMCF,27.85,-82.52,3
3532,KLZZ,31.1,-98.2,356
3533,KLUF,33.53,-112.37,333
3534,KLTS,34.67,-99.27,416
3535,KLSF,32.32,-84.97,68
3536,KLRF,34.92,-92.12,85
3537,KLOR,31.35,-85.75,92
3538,KLLJ,44.52,-114.22,1535
3539,KLIC,39.27,-103.67,1635
3540,KLHW,31.88,-81.57,14
3541,KLGF,32.87,-114.4,118
3542,KLFI,37.08,-76.33,2
3543,KLCK,39.82,-82.92,225
3544,KJKA,30.28,-87.67,5
3545,KJES,31.55,-81.88,26
3546,KJDD,32.75,-95.5,127
3547,KIRK,40.1,-92.55,292
3548,KINS,36.58,-115.68,954
3549,KIAB,37.62,-97.27,413
3550,KI16,37.6,-81.57,528
3551,KHUA,34.68,-86.68,200
3552,KHST,25.48,-80.37,1
3553,KHSP,37.95,-79.82,1148
3554,KHRT,30.42,-86.68,10
3555,KHOP,36.67,-87.5,170
3556,KHON,44.38,-98.23,391
3557,KHMN,32.85,-106.1,1240
3558,KHEY,31.35,-85.65,95
3559,KGXF,32.88,-112.72,261
3560,KGXA,34.57,-117.67,927
3561,KGUS,40.63,-86.15,245
3562,KGUR,42.25,-104.72,1341
3563,KGSB,35.33,-77.93,33
3564,KGLE,33.65,-97.2,250
3565,KFTK,37.9,-85.97,225
3566,KFSI,34.65,-98.4,360
3567,KFHU,31.58,-110.35,1424
3568,KFFO,39.83,-84.03,250
3569,KFAF,37.13,-76.62,3
3570,KEND,36.33,-97.92,392
3571,KEGI,30.65,-86.52,59
3572,KEDW,34.9,-117.87,698
3573,KEDC,30.4,-97.57,184
3574,KEAT,47.4,-120.2,375
3575,KDYS,32.42,-99.83,544
3576,KDMA,32.17,-110.88,804
3577,KDLH,46.85,-92.2,434
3578,KCVS,34.37,-103.32,1305
3579,KCUL,38.08,-88.12,116
3580,KCOF,28.23,-80.6,1
3581,KCNW,31.63,-97.07,139
3582,KCNK,39.55,-97.65,445
3583,KCMY,43.97,-90.73,253
3584,KCMA,34.22,-119.1,20
3585,KCEF,42.2,-72.52,72
3586,KCBM,33.65,-88.45,59
3587,KCBK,39.43,-101.05,970
3588,KCAO,36.45,-103.15,1517
3589,KBYS,35.28,-116.63,717
3590,KBWD,31.8,-98.95,420
3591,KBLV,38.53,-89.83,134
3592,KBIX,30.42,-88.92,4
3593,KBIF,31.85,-106.38,1201
3594,KBAD,32.5,-93.67,49
3595,KBAB,39.13,-121.43,31
3596,KAPG,39.47,-76.17,18
3597,KANJ,46.47,-84.37,220
3598,KADW,38.82,-76.87,87
3599,KABH,38.75,-104.3,1838
3600,KAAT,41.48,-120.57,1336
3601,K9L2,34.98,-117.87,697
3602,K4MR,34.3,-103.8,1339
3603,K2DP,35.68,-75.9,1
3604,K1YT,46.67,-120.45,423
3605,K1OW,40.88,-104,1650
3606,K1ON,,,
3607,K1OM,47.33,-108.93,1088
3608,K1NW,40.63,-103.83,1461
3609,K1NN,,,
3610,K1MW,40.7,-103.48,1338
3611,K1MN,,,
3612,K1MM,47.02,-109.63,1256
3613,K1LN,,,
3614,K1KM,46.45,-109.8,1332
3615,K1JW,40.97,-103.2,1382
3616,K1JN,,,
3617,K1JM,47.75,-111.55,1154
3618,K1IW,41.05,-102.87,1294
3619,K1IN,,,
3620,K1IM,47.32,-111.47,1110
3621,K1HW,41.32,-102.83,1265
3622,K1HN,,,
3623,K1HM,47.7,-111.95,1181
3624,K1GN,,,
3625,K1GM,47.33,-112.1,1317
3626,K1FW,41.37,-103.48,1451
3627,K1EW,41.12,-103.98,1609
3628,K1EN,,,
3629,K1EM,47.45,-109.42,1118
3630,K1DN,,,
3631,K1DM,47.37,-109.8,1093
3632,K1CW,41.58,-103.57,1370
3633,K1CN,,,
3634,K1CM,47.1,-110.17,1338
3635,K1BW,41.52,-104,1606
3636,K1BN,,,
3637,K1BM,47.28,-110.37,1234
3638,K1AM,47.28,-110.8,1228
3639,FJDG,-7.32,72.42,3
3640,ETOU,50.03,8.32,141
3641,ETIK,49.47,10.38,326
3642,ETIH,49.22,11.83,436
3643,ETIC,49.7,11.93,414
3644,ETEB,49.32,10.63,466
3645,ETAR,49.43,7.58,231
3646,ETAD,49.98,6.7,365
3647,EHWO,51.45,4.33,15
3648,EHVL,53.28,5.08,2
3649,EHVK,51.65,5.7,20
3650,EHSC,51.93,3.67,19
3651,EHSA,52,3.28,18
3652,EHRD,51.95,4.45,-4
3653,EHPG,52.37,3.35,24
3654,EHMG,53.62,4.97,30
3655,EHMA,53.5,5.95,27
3656,EHLW,53.22,5.75,1
3657,EHLE,52.45,5.52,-3
3658,EHKV,53.27,3.63,28
3659,EHKD,52.92,4.77,1
3660,EHJR,53.22,3.22,31
3661,EHJA,53.82,2.95,34
3662,EHHW,54.03,6.03,10
3663,EHGR,51.55,4.93,12
3664,EHGG,53.12,6.57,2
3665,EHFS,51.45,3.6,1
3666,EHFD,54.85,4.7,24
3667,EHEH,51.45,5.38,20
3668,EHDV,54.32,2.93,36
3669,EHDL,52.07,5.88,49
3670,EHBK,50.92,5.77,112
3671,EHAM,52.32,4.78,-2
3672,EHAK,55.38,3.82,33
3673,EGVA,51.67,-1.78,84
3674,EGUN,52.37,0.48,10
3675,EGUL,52.42,0.57,8
3676,EBLB,50.47,6.17,563
3677,EBFS,50.23,4.65,276
3678,EBFN,51.08,2.65,9
3679,EBDT,51.02,5.07,25
3680,EBCV,50.57,3.82,56
3681,EBBL,51.17,5.47,50
3682,EBBE,50.75,4.77,127
3683,BGTL,76.53,-68.75,79
3684,PHOG,20.9,-156.43,14
3685,PGUM,13.48,144.8,74
3686,PGSN,15.12,145.72,65
3687,PAKN,58.68,-156.65,20
3688,PAHN,59.25,-135.52,15
3689,KWLD,37.17,-97.03,351
3690,KWAL,37.93,-75.47,10
3691,KVTA,40.02,-82.47,268
3692,KVSF,43.35,-72.52,176
3693,KVAY,39.93,-74.83,15
3694,KUZA,34.98,-81.05,198
3695,KUIN,39.95,-91.2,233
3696,KTQE,41.77,-96.18,312
3697,KTAD,37.27,-104.33,1751
3698,KSYR,43.12,-76.1,125
3699,KSUS,38.65,-90.65,140
3700,KSET,38.93,-90.43,133
3701,KSBY,38.33,-75.5,14
3702,KSBN,41.7,-86.32,236
3703,KRST,43.9,-92.5,398
3704,KRSP,39.65,-77.47,555
3705,KROC,43.12,-77.68,166
3706,KROA,37.32,-79.97,349
3707,KRKS,41.6,-109.07,2062
3708,KRIC,37.52,-77.32,51
3709,KRFD,42.2,-89.1,222
3710,KRDG,40.37,-75.97,101
3711,KRBL,40.15,-122.25,107
3712,KPTW,40.23,-75.55,88
3713,KPSF,42.43,-73.28,352
3714,KPNE,40.08,-75.02,32
3715,KPIA,40.67,-89.68,200
3716,KPHL,39.87,-75.23,2
3717,KPHF,37.13,-76.5,12
3718,KORH,42.27,-71.87,306
3719,KOLS,31.42,-110.85,1194
3720,KOLM,46.97,-122.9,58
3721,KOFP,37.7,-77.43,63
3722,KNAK,38.98,-76.48,2
3723,KMVL,44.53,-72.62,226
3724,KMTP,41.07,-71.92,2
3725,KMTN,39.32,-76.42,2
3726,KMRY,36.58,-121.85,51
3727,KMOT,48.25,-101.27,507
3728,KMKC,39.12,-94.6,228
3729,KMIV,39.37,-75.08,18
3730,KMGJ,41.52,-74.27,106
3731,KMFI,44.63,-90.18,383
3732,KMEM,35.07,-89.98,78
3733,KLYH,37.32,-79.2,282
3734,KLWT,47.05,-109.47,1254
3735,KLNK,40.85,-96.77,357
3736,KLEX,38.03,-84.6,294
3737,KLAF,40.42,-86.93,182
3738,KJST,40.32,-78.83,695
3739,KJAN,32.32,-90.08,92
3740,KIZG,43.98,-70.95,138
3741,KISW,44.37,-89.83,311
3742,KIPT,41.25,-76.92,160
3743,KINT,36.13,-80.22,292
3744,KINL,48.57,-93.4,353
3745,KIND,39.72,-86.27,242
3746,KIMT,45.82,-88.12,343
3747,KILN,39.43,-83.8,325
3748,KHWD,37.67,-122.12,9
3749,KGSO,36.1,-79.95,275
3750,KGED,38.68,-75.37,15
3751,KGCN,35.95,-112.15,1993
3752,KGCK,37.92,-100.72,877
3753,KFZY,43.35,-76.38,143
3754,KFWA,40.98,-85.2,243
3755,KFIG,41.05,-78.42,461
3756,KFFZ,33.47,-111.72,420
3757,KEWN,35.07,-77.05,3
3758,KEVV,38.05,-87.52,123
3759,KEUG,44.13,-123.22,109
3760,KEFD,29.6,-95.17,9
3761,KECG,36.27,-76.18,2
3762,KDYL,40.33,-75.12,121
3763,KDSV,42.57,-77.72,195
3764,KDSM,41.53,-93.67,286
3765,KDMH,39.28,-76.62,4
3766,KDEC,39.83,-88.87,205
3767,KDDH,42.9,-73.25,241
3768,KCRW,38.38,-81.58,278
3769,KCOU,38.82,-92.22,272
3770,KCEU,34.67,-82.88,270
3771,KCAR,46.87,-68.02,189
3772,KBWI,39.17,-76.68,42
3773,KBUY,36.05,-79.47,185
3774,KBUF,42.93,-78.73,217
3775,KBTV,44.47,-73.15,101
3776,KBOS,42.37,-71.02,4
3777,KBFL,35.43,-119.05,146
3778,KAVP,41.33,-75.72,290
3779,KAVL,35.43,-82.53,646
3780,KAUW,44.93,-89.62,367
3781,KAPN,45.07,-83.57,208
3782,KAPC,38.2,-122.28,5
3783,KALO,42.55,-92.4,264
3784,KAKR,41.03,-81.47,319
3785,KAKQ,36.98,-77,34
3786,KAKH,35.2,-81.15,242
